sample_id,source_task_id,owner_label,target,sample_kind,split,event_id,anchor_time,original_v10_time,lead_bars,lead_minutes,causal_start_time,box_start_time,box_end_time,box_span_bars,box_xc,box_yc,box_w,box_h,image_rel,label_rel
neg_eth3m_20260330T230900Z_t180,180,不是,0,owner_no_hard_negative,train,39,2026-03-30T23:09:00+00:00,2026-03-30T23:09:00+00:00,0,0,2026-03-30T13:12:00+00:00,,,0,,,,,images/train/neg_eth3m_20260330T230900Z_t180.png,labels/train/neg_eth3m_20260330T230900Z_t180.txt
pos_eth3m_20260331T063900Z_t152,152,是,1,owner_yes_early_anchor,train,40,2026-03-31T06:39:00+00:00,2026-03-31T07:15:00+00:00,12,36,2026-03-30T20:42:00+00:00,2026-03-31T06:27:00+00:00,2026-03-31T06:39:00+00:00,5,0.98046875,0.4420485175202156,0.0328125,0.05390835579514825,images/train/pos_eth3m_20260331T063900Z_t152.png,labels/train/pos_eth3m_20260331T063900Z_t152.txt
pos_eth3m_20260331T064200Z_t099,99,是,1,owner_yes_early_anchor,train,40,2026-03-31T06:42:00+00:00,2026-03-31T07:18:00+00:00,12,36,2026-03-30T20:45:00+00:00,2026-03-31T06:30:00+00:00,2026-03-31T06:42:00+00:00,5,0.98046875,0.4413746630727763,0.0328125,0.057951482479784364,images/train/pos_eth3m_20260331T064200Z_t099.png,labels/train/pos_eth3m_20260331T064200Z_t099.txt
pos_eth3m_20260331T082700Z_t130,130,是,1,owner_yes_early_anchor,train,41,2026-03-31T08:27:00+00:00,2026-03-31T08:42:00+00:00,5,15,2026-03-30T22:30:00+00:00,2026-03-31T08:15:00+00:00,2026-03-31T08:27:00+00:00,5,0.98046875,0.46630727762803237,0.0328125,0.11590296495956873,images/train/pos_eth3m_20260331T082700Z_t130.png,labels/train/pos_eth3m_20260331T082700Z_t130.txt
neg_eth3m_20260331T092100Z_t102,102,不是,0,owner_no_hard_negative,train,41,2026-03-31T09:21:00+00:00,2026-03-31T09:21:00+00:00,0,0,2026-03-30T23:24:00+00:00,,,0,,,,,images/train/neg_eth3m_20260331T092100Z_t102.png,labels/train/neg_eth3m_20260331T092100Z_t102.txt
neg_eth3m_20260331T092400Z_t020,20,不是,0,owner_no_hard_negative,train,41,2026-03-31T09:24:00+00:00,2026-03-31T09:24:00+00:00,0,0,2026-03-30T23:27:00+00:00,,,0,,,,,images/train/neg_eth3m_20260331T092400Z_t020.png,labels/train/neg_eth3m_20260331T092400Z_t020.txt
neg_eth3m_20260401T180300Z_t081,81,不是,0,owner_no_hard_negative,train,42,2026-04-01T18:03:00+00:00,2026-04-01T18:03:00+00:00,0,0,2026-04-01T08:06:00+00:00,,,0,,,,,images/train/neg_eth3m_20260401T180300Z_t081.png,labels/train/neg_eth3m_20260401T180300Z_t081.txt
pos_eth3m_20260402T010300Z_t077,77,是,1,owner_yes_early_anchor,train,43,2026-04-02T01:03:00+00:00,2026-04-02T01:24:00+00:00,7,21,2026-04-01T15:06:00+00:00,2026-04-02T00:51:00+00:00,2026-04-02T01:03:00+00:00,5,0.98046875,0.4925876010781671,0.0328125,0.05525606469002695,images/train/pos_eth3m_20260402T010300Z_t077.png,labels/train/pos_eth3m_20260402T010300Z_t077.txt
pos_eth3m_20260402T011200Z_t193,193,是,1,owner_yes_early_anchor,train,43,2026-04-02T01:12:00+00:00,2026-04-02T01:27:00+00:00,5,15,2026-04-01T15:15:00+00:00,2026-04-02T01:00:00+00:00,2026-04-02T01:12:00+00:00,5,0.98046875,0.4925876010781671,0.0328125,0.04986522911051213,images/train/pos_eth3m_20260402T011200Z_t193.png,labels/train/pos_eth3m_20260402T011200Z_t193.txt
neg_eth3m_20260402T180600Z_t031,31,不是,0,owner_no_hard_negative,train,44,2026-04-02T18:06:00+00:00,2026-04-02T18:06:00+00:00,0,0,2026-04-02T08:09:00+00:00,,,0,,,,,images/train/neg_eth3m_20260402T180600Z_t031.png,labels/train/neg_eth3m_20260402T180600Z_t031.txt
pos_eth3m_20260403T123000Z_t067,67,是,1,owner_yes_early_anchor,train,45,2026-04-03T12:30:00+00:00,2026-04-03T13:00:00+00:00,10,30,2026-04-03T02:33:00+00:00,2026-04-03T12:18:00+00:00,2026-04-03T12:30:00+00:00,5,0.98046875,0.5060646900269542,0.0328125,0.03099730458221024,images/train/pos_eth3m_20260403T123000Z_t067.png,labels/train/pos_eth3m_20260403T123000Z_t067.txt
neg_eth3m_20260403T130900Z_t046,46,不是,0,owner_no_hard_negative,train,45,2026-04-03T13:09:00+00:00,2026-04-03T13:09:00+00:00,0,0,2026-04-03T03:12:00+00:00,,,0,,,,,images/train/neg_eth3m_20260403T130900Z_t046.png,labels/train/neg_eth3m_20260403T130900Z_t046.txt
neg_eth3m_20260405T060900Z_t008,8,不是,0,owner_no_hard_negative,train,46,2026-04-05T06:09:00+00:00,2026-04-05T06:09:00+00:00,0,0,2026-04-04T20:12:00+00:00,,,0,,,,,images/train/neg_eth3m_20260405T060900Z_t008.png,labels/train/neg_eth3m_20260405T060900Z_t008.txt
neg_eth3m_20260405T061800Z_t198,198,不是,0,owner_no_hard_negative,train,46,2026-04-05T06:18:00+00:00,2026-04-05T06:18:00+00:00,0,0,2026-04-04T20:21:00+00:00,,,0,,,,,images/train/neg_eth3m_20260405T061800Z_t198.png,labels/train/neg_eth3m_20260405T061800Z_t198.txt
neg_eth3m_20260405T062100Z_t178,178,不是,0,owner_no_hard_negative,train,46,2026-04-05T06:21:00+00:00,2026-04-05T06:21:00+00:00,0,0,2026-04-04T20:24:00+00:00,,,0,,,,,images/train/neg_eth3m_20260405T062100Z_t178.png,labels/train/neg_eth3m_20260405T062100Z_t178.txt
pos_eth3m_20260405T120300Z_t101,101,是,1,owner_yes_early_anchor,train,47,2026-04-05T12:03:00+00:00,2026-04-05T12:39:00+00:00,12,36,2026-04-05T02:06:00+00:00,2026-04-05T11:51:00+00:00,2026-04-05T12:03:00+00:00,5,0.98046875,0.5215633423180593,0.0328125,0.04043126684636118,images/train/pos_eth3m_20260405T120300Z_t101.png,labels/train/pos_eth3m_20260405T120300Z_t101.txt
neg_eth3m_20260405T222100Z_t138,138,不是,0,owner_no_hard_negative,train,48,2026-04-05T22:21:00+00:00,2026-04-05T22:21:00+00:00,0,0,2026-04-05T12:24:00+00:00,,,0,,,,,images/train/neg_eth3m_20260405T222100Z_t138.png,labels/train/neg_eth3m_20260405T222100Z_t138.txt
neg_eth3m_20260405T222400Z_t165,165,不是,0,owner_no_hard_negative,train,48,2026-04-05T22:24:00+00:00,2026-04-05T22:24:00+00:00,0,0,2026-04-05T12:27:00+00:00,,,0,,,,,images/train/neg_eth3m_20260405T222400Z_t165.png,labels/train/neg_eth3m_20260405T222400Z_t165.txt
pos_eth3m_20260406T165400Z_t124,124,是,1,owner_yes_early_anchor,train,49,2026-04-06T16:54:00+00:00,2026-04-06T17:00:00+00:00,2,6,2026-04-06T06:57:00+00:00,2026-04-06T16:27:00+00:00,2026-04-06T16:54:00+00:00,10,0.968359375,0.4386792452830189,0.05703125,0.12264150943396226,images/train/pos_eth3m_20260406T165400Z_t124.png,labels/train/pos_eth3m_20260406T165400Z_t124.txt
neg_eth3m_20260406T170300Z_t030,30,不是,0,owner_no_hard_negative,train,49,2026-04-06T17:03:00+00:00,2026-04-06T17:03:00+00:00,0,0,2026-04-06T07:06:00+00:00,,,0,,,,,images/train/neg_eth3m_20260406T170300Z_t030.png,labels/train/neg_eth3m_20260406T170300Z_t030.txt
pos_eth3m_20260406T221500Z_t145,145,是,1,owner_yes_early_anchor,train,50,2026-04-06T22:15:00+00:00,2026-04-06T22:54:00+00:00,13,39,2026-04-06T12:18:00+00:00,2026-04-06T22:03:00+00:00,2026-04-06T22:15:00+00:00,5,0.98046875,0.522911051212938,0.0328125,0.04582210242587601,images/train/pos_eth3m_20260406T221500Z_t145.png,labels/train/pos_eth3m_20260406T221500Z_t145.txt
neg_eth3m_20260406T230900Z_t108,108,不是,0,owner_no_hard_negative,train,50,2026-04-06T23:09:00+00:00,2026-04-06T23:09:00+00:00,0,0,2026-04-06T13:12:00+00:00,,,0,,,,,images/train/neg_eth3m_20260406T230900Z_t108.png,labels/train/neg_eth3m_20260406T230900Z_t108.txt
neg_eth3m_20260407T110000Z_t121,121,不是,0,owner_no_hard_negative,train,51,2026-04-07T11:00:00+00:00,2026-04-07T11:00:00+00:00,0,0,2026-04-07T01:03:00+00:00,,,0,,,,,images/train/neg_eth3m_20260407T110000Z_t121.png,labels/train/neg_eth3m_20260407T110000Z_t121.txt
neg_eth3m_20260407T141200Z_t200,200,不是,0,owner_no_hard_negative,train,52,2026-04-07T14:12:00+00:00,2026-04-07T14:12:00+00:00,0,0,2026-04-07T04:15:00+00:00,,,0,,,,,images/train/neg_eth3m_20260407T141200Z_t200.png,labels/train/neg_eth3m_20260407T141200Z_t200.txt
neg_eth3m_20260407T141500Z_t163,163,不是,0,owner_no_hard_negative,train,52,2026-04-07T14:15:00+00:00,2026-04-07T14:15:00+00:00,0,0,2026-04-07T04:18:00+00:00,,,0,,,,,images/train/neg_eth3m_20260407T141500Z_t163.png,labels/train/neg_eth3m_20260407T141500Z_t163.txt
pos_eth3m_20260408T133000Z_t024,24,是,1,owner_yes_early_anchor,train,53,2026-04-08T13:30:00+00:00,2026-04-08T13:42:00+00:00,4,12,2026-04-08T03:33:00+00:00,2026-04-08T13:03:00+00:00,2026-04-08T13:30:00+00:00,10,0.968359375,0.4326145552560647,0.05703125,0.09164420485175202,images/train/pos_eth3m_20260408T133000Z_t024.png,labels/train/pos_eth3m_20260408T133000Z_t024.txt
pos_eth3m_20260408T135100Z_t123,123,是,1,owner_yes_early_anchor,train,53,2026-04-08T13:51:00+00:00,2026-04-08T14:30:00+00:00,13,39,2026-04-08T03:54:00+00:00,2026-04-08T13:39:00+00:00,2026-04-08T13:51:00+00:00,5,0.98046875,0.4474393530997305,0.0328125,0.07547169811320754,images/train/pos_eth3m_20260408T135100Z_t123.png,labels/train/pos_eth3m_20260408T135100Z_t123.txt
neg_eth3m_20260408T144500Z_t048,48,不是,0,owner_no_hard_negative,train,53,2026-04-08T14:45:00+00:00,2026-04-08T14:45:00+00:00,0,0,2026-04-08T04:48:00+00:00,,,0,,,,,images/train/neg_eth3m_20260408T144500Z_t048.png,labels/train/neg_eth3m_20260408T144500Z_t048.txt
neg_eth3m_20260408T145100Z_t110,110,不是,0,owner_no_hard_negative,train,53,2026-04-08T14:51:00+00:00,2026-04-08T14:51:00+00:00,0,0,2026-04-08T04:54:00+00:00,,,0,,,,,images/train/neg_eth3m_20260408T145100Z_t110.png,labels/train/neg_eth3m_20260408T145100Z_t110.txt
neg_eth3m_20260408T185100Z_t058,58,不是,0,owner_no_hard_negative,train,54,2026-04-08T18:51:00+00:00,2026-04-08T18:51:00+00:00,0,0,2026-04-08T08:54:00+00:00,,,0,,,,,images/train/neg_eth3m_20260408T185100Z_t058.png,labels/train/neg_eth3m_20260408T185100Z_t058.txt
neg_eth3m_20260408T185400Z_t172,172,不是,0,owner_no_hard_negative,train,54,2026-04-08T18:54:00+00:00,2026-04-08T18:54:00+00:00,0,0,2026-04-08T08:57:00+00:00,,,0,,,,,images/train/neg_eth3m_20260408T185400Z_t172.png,labels/train/neg_eth3m_20260408T185400Z_t172.txt
neg_eth3m_20260408T193000Z_t092,92,不是,0,owner_no_hard_negative,train,54,2026-04-08T19:30:00+00:00,2026-04-08T19:30:00+00:00,0,0,2026-04-08T09:33:00+00:00,,,0,,,,,images/train/neg_eth3m_20260408T193000Z_t092.png,labels/train/neg_eth3m_20260408T193000Z_t092.txt
pos_eth3m_20260408T220900Z_t173,173,是,1,owner_yes_early_anchor,train,55,2026-04-08T22:09:00+00:00,2026-04-08T22:27:00+00:00,6,18,2026-04-08T12:12:00+00:00,2026-04-08T21:54:00+00:00,2026-04-08T22:09:00+00:00,6,0.978125,0.5970350404312669,0.0375,0.0646900269541779,images/train/pos_eth3m_20260408T220900Z_t173.png,labels/train/pos_eth3m_20260408T220900Z_t173.txt
pos_eth3m_20260408T222400Z_t025,25,是,1,owner_yes_early_anchor,train,55,2026-04-08T22:24:00+00:00,2026-04-08T23:00:00+00:00,12,36,2026-04-08T12:27:00+00:00,2026-04-08T22:12:00+00:00,2026-04-08T22:24:00+00:00,5,0.98046875,0.5983827493261455,0.0328125,0.05929919137466307,images/train/pos_eth3m_20260408T222400Z_t025.png,labels/train/pos_eth3m_20260408T222400Z_t025.txt
neg_eth3m_20260409T011500Z_t183,183,不是,0,owner_no_hard_negative,train,56,2026-04-09T01:15:00+00:00,2026-04-09T01:15:00+00:00,0,0,2026-04-08T15:18:00+00:00,,,0,,,,,images/train/neg_eth3m_20260409T011500Z_t183.png,labels/train/neg_eth3m_20260409T011500Z_t183.txt
neg_eth3m_20260409T011800Z_t003,3,不是,0,owner_no_hard_negative,train,56,2026-04-09T01:18:00+00:00,2026-04-09T01:18:00+00:00,0,0,2026-04-08T15:21:00+00:00,,,0,,,,,images/train/neg_eth3m_20260409T011800Z_t003.png,labels/train/neg_eth3m_20260409T011800Z_t003.txt
neg_eth3m_20260409T135100Z_t179,179,不是,0,owner_no_hard_negative,train,57,2026-04-09T13:51:00+00:00,2026-04-09T13:51:00+00:00,0,0,2026-04-09T03:54:00+00:00,,,0,,,,,images/train/neg_eth3m_20260409T135100Z_t179.png,labels/train/neg_eth3m_20260409T135100Z_t179.txt
neg_eth3m_20260409T135400Z_t054,54,不是,0,owner_no_hard_negative,train,57,2026-04-09T13:54:00+00:00,2026-04-09T13:54:00+00:00,0,0,2026-04-09T03:57:00+00:00,,,0,,,,,images/train/neg_eth3m_20260409T135400Z_t054.png,labels/train/neg_eth3m_20260409T135400Z_t054.txt
pos_eth3m_20260409T224500Z_t053,53,是,1,owner_yes_early_anchor,train,58,2026-04-09T22:45:00+00:00,2026-04-09T23:12:00+00:00,9,27,2026-04-09T12:48:00+00:00,2026-04-09T22:33:00+00:00,2026-04-09T22:45:00+00:00,5,0.98046875,0.41172506738544473,0.0328125,0.08221024258760108,images/train/pos_eth3m_20260409T224500Z_t053.png,labels/train/pos_eth3m_20260409T224500Z_t053.txt
neg_eth3m_20260412T020000Z_t043,43,不是,0,owner_no_hard_negative,train,59,2026-04-12T02:00:00+00:00,2026-04-12T02:00:00+00:00,0,0,2026-04-11T16:03:00+00:00,,,0,,,,,images/train/neg_eth3m_20260412T020000Z_t043.png,labels/train/neg_eth3m_20260412T020000Z_t043.txt
pos_eth3m_20260412T103000Z_t075,75,是,1,owner_yes_early_anchor,train,60,2026-04-12T10:30:00+00:00,2026-04-12T11:00:00+00:00,10,30,2026-04-12T00:33:00+00:00,2026-04-12T10:18:00+00:00,2026-04-12T10:30:00+00:00,5,0.98046875,0.72911051212938,0.0328125,0.05660377358490566,images/train/pos_eth3m_20260412T103000Z_t075.png,labels/train/pos_eth3m_20260412T103000Z_t075.txt
neg_eth3m_20260412T110300Z_t095,95,不是,0,owner_no_hard_negative,train,60,2026-04-12T11:03:00+00:00,2026-04-12T11:03:00+00:00,0,0,2026-04-12T01:06:00+00:00,,,0,,,,,images/train/neg_eth3m_20260412T110300Z_t095.png,labels/train/neg_eth3m_20260412T110300Z_t095.txt
neg_eth3m_20260412T130000Z_t116,116,不是,0,owner_no_hard_negative,train,61,2026-04-12T13:00:00+00:00,2026-04-12T13:00:00+00:00,0,0,2026-04-12T03:03:00+00:00,,,0,,,,,images/train/neg_eth3m_20260412T130000Z_t116.png,labels/train/neg_eth3m_20260412T130000Z_t116.txt
neg_eth3m_20260412T133900Z_t017,17,不是,0,owner_no_hard_negative,train,61,2026-04-12T13:39:00+00:00,2026-04-12T13:39:00+00:00,0,0,2026-04-12T03:42:00+00:00,,,0,,,,,images/train/neg_eth3m_20260412T133900Z_t017.png,labels/train/neg_eth3m_20260412T133900Z_t017.txt
neg_eth3m_20260412T221800Z_t182,182,不是,0,owner_no_hard_negative,train,62,2026-04-12T22:18:00+00:00,2026-04-12T22:18:00+00:00,0,0,2026-04-12T12:21:00+00:00,,,0,,,,,images/train/neg_eth3m_20260412T221800Z_t182.png,labels/train/neg_eth3m_20260412T221800Z_t182.txt
pos_eth3m_20260414T143900Z_t091,91,是,1,owner_yes_early_anchor,train,63,2026-04-14T14:39:00+00:00,2026-04-14T14:51:00+00:00,4,12,2026-04-14T04:42:00+00:00,2026-04-14T14:21:00+00:00,2026-04-14T14:39:00+00:00,7,0.97578125,0.5080862533692723,0.0421875,0.10512129380053908,images/train/pos_eth3m_20260414T143900Z_t091.png,labels/train/pos_eth3m_20260414T143900Z_t091.txt
pos_eth3m_20260414T144200Z_t009,9,是,1,owner_yes_early_anchor,train,63,2026-04-14T14:42:00+00:00,2026-04-14T15:03:00+00:00,7,21,2026-04-14T04:45:00+00:00,2026-04-14T14:30:00+00:00,2026-04-14T14:42:00+00:00,5,0.98046875,0.5053908355795148,0.0328125,0.09433962264150944,images/train/pos_eth3m_20260414T144200Z_t009.png,labels/train/pos_eth3m_20260414T144200Z_t009.txt
pos_eth3m_20260414T161800Z_t153,153,是,1,owner_yes_early_anchor,train,64,2026-04-14T16:18:00+00:00,2026-04-14T16:57:00+00:00,13,39,2026-04-14T06:21:00+00:00,2026-04-14T16:06:00+00:00,2026-04-14T16:18:00+00:00,5,0.98046875,0.555256064690027,0.0328125,0.1725067385444744,images/train/pos_eth3m_20260414T161800Z_t153.png,labels/train/pos_eth3m_20260414T161800Z_t153.txt
neg_eth3m_20260415T024500Z_t051,51,不是,0,owner_no_hard_negative,train,65,2026-04-15T02:45:00+00:00,2026-04-15T02:45:00+00:00,0,0,2026-04-14T16:48:00+00:00,,,0,,,,,images/train/neg_eth3m_20260415T024500Z_t051.png,labels/train/neg_eth3m_20260415T024500Z_t051.txt
neg_eth3m_20260415T053600Z_t176,176,不是,0,owner_no_hard_negative,train,66,2026-04-15T05:36:00+00:00,2026-04-15T05:36:00+00:00,0,0,2026-04-14T19:39:00+00:00,,,0,,,,,images/train/neg_eth3m_20260415T053600Z_t176.png,labels/train/neg_eth3m_20260415T053600Z_t176.txt
pos_eth3m_20260416T071500Z_t072,72,是,1,owner_yes_early_anchor,train,67,2026-04-16T07:15:00+00:00,2026-04-16T07:54:00+00:00,13,39,2026-04-15T21:18:00+00:00,2026-04-16T07:03:00+00:00,2026-04-16T07:15:00+00:00,5,0.98046875,0.5397574123989218,0.0328125,0.022911051212938006,images/train/pos_eth3m_20260416T071500Z_t072.png,labels/train/pos_eth3m_20260416T071500Z_t072.txt
pos_eth3m_20260416T133600Z_t066,66,是,1,owner_yes_early_anchor,train,68,2026-04-16T13:36:00+00:00,2026-04-16T13:51:00+00:00,5,15,2026-04-16T03:39:00+00:00,2026-04-16T13:15:00+00:00,2026-04-16T13:36:00+00:00,8,0.973046875,0.5390835579514824,0.04765625,0.0673854447439353,images/train/pos_eth3m_20260416T133600Z_t066.png,labels/train/pos_eth3m_20260416T133600Z_t066.txt
pos_eth3m_20260416T134200Z_t090,90,是,1,owner_yes_early_anchor,train,68,2026-04-16T13:42:00+00:00,2026-04-16T14:06:00+00:00,8,24,2026-04-16T03:45:00+00:00,2026-04-16T13:30:00+00:00,2026-04-16T13:42:00+00:00,5,0.98046875,0.5363881401617251,0.0328125,0.05660377358490566,images/train/pos_eth3m_20260416T134200Z_t090.png,labels/train/pos_eth3m_20260416T134200Z_t090.txt
neg_eth3m_20260417T013000Z_t159,159,不是,0,owner_no_hard_negative,train,69,2026-04-17T01:30:00+00:00,2026-04-17T01:30:00+00:00,0,0,2026-04-16T15:33:00+00:00,,,0,,,,,images/train/neg_eth3m_20260417T013000Z_t159.png,labels/train/neg_eth3m_20260417T013000Z_t159.txt
neg_eth3m_20260417T050900Z_t129,129,不是,0,owner_no_hard_negative,train,70,2026-04-17T05:09:00+00:00,2026-04-17T05:09:00+00:00,0,0,2026-04-16T19:12:00+00:00,,,0,,,,,images/train/neg_eth3m_20260417T050900Z_t129.png,labels/train/neg_eth3m_20260417T050900Z_t129.txt
neg_eth3m_20260417T104200Z_t018,18,不是,0,owner_no_hard_negative,train,71,2026-04-17T10:42:00+00:00,2026-04-17T10:42:00+00:00,0,0,2026-04-17T00:45:00+00:00,,,0,,,,,images/train/neg_eth3m_20260417T104200Z_t018.png,labels/train/neg_eth3m_20260417T104200Z_t018.txt
neg_eth3m_20260417T181200Z_t001,1,不是,0,owner_no_hard_negative,train,72,2026-04-17T18:12:00+00:00,2026-04-17T18:12:00+00:00,0,0,2026-04-17T08:15:00+00:00,,,0,,,,,images/train/neg_eth3m_20260417T181200Z_t001.png,labels/train/neg_eth3m_20260417T181200Z_t001.txt
pos_eth3m_20260418T073900Z_t169,169,是,1,owner_yes_early_anchor,train,73,2026-04-18T07:39:00+00:00,2026-04-18T08:18:00+00:00,13,39,2026-04-17T21:42:00+00:00,2026-04-18T07:27:00+00:00,2026-04-18T07:39:00+00:00,5,0.98046875,0.5619946091644205,0.0328125,0.05121293800539083,images/train/pos_eth3m_20260418T073900Z_t169.png,labels/train/pos_eth3m_20260418T073900Z_t169.txt
pos_eth3m_20260418T180000Z_t062,62,是,1,owner_yes_early_anchor,train,74,2026-04-18T18:00:00+00:00,2026-04-18T18:30:00+00:00,10,30,2026-04-18T08:03:00+00:00,2026-04-18T17:48:00+00:00,2026-04-18T18:00:00+00:00,5,0.98046875,0.5963611859838275,0.0328125,0.03908355795148248,images/train/pos_eth3m_20260418T180000Z_t062.png,labels/train/pos_eth3m_20260418T180000Z_t062.txt
neg_eth3m_20260419T023300Z_t137,137,不是,0,owner_no_hard_negative,train,75,2026-04-19T02:33:00+00:00,2026-04-19T02:33:00+00:00,0,0,2026-04-18T16:36:00+00:00,,,0,,,,,images/train/neg_eth3m_20260419T023300Z_t137.png,labels/train/neg_eth3m_20260419T023300Z_t137.txt
pos_eth3m_20260419T042100Z_t034,34,是,1,owner_yes_early_anchor,train,76,2026-04-19T04:21:00+00:00,2026-04-19T04:45:00+00:00,8,24,2026-04-18T18:24:00+00:00,2026-04-19T04:09:00+00:00,2026-04-19T04:21:00+00:00,5,0.98046875,0.5134770889487871,0.0328125,0.05660377358490566,images/train/pos_eth3m_20260419T042100Z_t034.png,labels/train/pos_eth3m_20260419T042100Z_t034.txt
neg_eth3m_20260419T071800Z_t028,28,不是,0,owner_no_hard_negative,train,77,2026-04-19T07:18:00+00:00,2026-04-19T07:18:00+00:00,0,0,2026-04-18T21:21:00+00:00,,,0,,,,,images/train/neg_eth3m_20260419T071800Z_t028.png,labels/train/neg_eth3m_20260419T071800Z_t028.txt
pos_eth3m_20260419T161200Z_t015,15,是,1,owner_yes_early_anchor,val,78,2026-04-19T16:12:00+00:00,2026-04-19T16:54:00+00:00,14,42,2026-04-19T06:15:00+00:00,2026-04-19T16:00:00+00:00,2026-04-19T16:12:00+00:00,5,0.98046875,0.4440700808625337,0.0328125,0.06334231805929919,images/val/pos_eth3m_20260419T161200Z_t015.png,labels/val/pos_eth3m_20260419T161200Z_t015.txt
neg_eth3m_20260419T205700Z_t078,78,不是,0,owner_no_hard_negative,val,79,2026-04-19T20:57:00+00:00,2026-04-19T20:57:00+00:00,0,0,2026-04-19T11:00:00+00:00,,,0,,,,,images/val/neg_eth3m_20260419T205700Z_t078.png,labels/val/neg_eth3m_20260419T205700Z_t078.txt
neg_eth3m_20260419T221200Z_t057,57,不是,0,owner_no_hard_negative,val,80,2026-04-19T22:12:00+00:00,2026-04-19T22:12:00+00:00,0,0,2026-04-19T12:15:00+00:00,,,0,,,,,images/val/neg_eth3m_20260419T221200Z_t057.png,labels/val/neg_eth3m_20260419T221200Z_t057.txt
pos_eth3m_20260420T050600Z_t033,33,是,1,owner_yes_early_anchor,val,81,2026-04-20T05:06:00+00:00,2026-04-20T05:24:00+00:00,6,18,2026-04-19T19:09:00+00:00,2026-04-20T04:45:00+00:00,2026-04-20T05:06:00+00:00,8,0.973046875,0.5390835579514824,0.04765625,0.05390835579514825,images/val/pos_eth3m_20260420T050600Z_t033.png,labels/val/pos_eth3m_20260420T050600Z_t033.txt
neg_eth3m_20260420T052700Z_t103,103,不是,0,owner_no_hard_negative,val,81,2026-04-20T05:27:00+00:00,2026-04-20T05:27:00+00:00,0,0,2026-04-19T19:30:00+00:00,,,0,,,,,images/val/neg_eth3m_20260420T052700Z_t103.png,labels/val/neg_eth3m_20260420T052700Z_t103.txt
neg_eth3m_20260420T140900Z_t016,16,不是,0,owner_no_hard_negative,val,82,2026-04-20T14:09:00+00:00,2026-04-20T14:09:00+00:00,0,0,2026-04-20T04:12:00+00:00,,,0,,,,,images/val/neg_eth3m_20260420T140900Z_t016.png,labels/val/neg_eth3m_20260420T140900Z_t016.txt
neg_eth3m_20260420T144200Z_t045,45,不是,0,owner_no_hard_negative,val,82,2026-04-20T14:42:00+00:00,2026-04-20T14:42:00+00:00,0,0,2026-04-20T04:45:00+00:00,,,0,,,,,images/val/neg_eth3m_20260420T144200Z_t045.png,labels/val/neg_eth3m_20260420T144200Z_t045.txt
pos_eth3m_20260421T120600Z_t098,98,是,1,owner_yes_early_anchor,val,83,2026-04-21T12:06:00+00:00,2026-04-21T12:45:00+00:00,13,39,2026-04-21T02:09:00+00:00,2026-04-21T11:54:00+00:00,2026-04-21T12:06:00+00:00,5,0.98046875,0.46765498652291104,0.0328125,0.04043126684636118,images/val/pos_eth3m_20260421T120600Z_t098.png,labels/val/pos_eth3m_20260421T120600Z_t098.txt
neg_eth3m_20260421T124800Z_t164,164,不是,0,owner_no_hard_negative,val,83,2026-04-21T12:48:00+00:00,2026-04-21T12:48:00+00:00,0,0,2026-04-21T02:51:00+00:00,,,0,,,,,images/val/neg_eth3m_20260421T124800Z_t164.png,labels/val/neg_eth3m_20260421T124800Z_t164.txt
neg_eth3m_20260421T150300Z_t109,109,不是,0,owner_no_hard_negative,val,84,2026-04-21T15:03:00+00:00,2026-04-21T15:03:00+00:00,0,0,2026-04-21T05:06:00+00:00,,,0,,,,,images/val/neg_eth3m_20260421T150300Z_t109.png,labels/val/neg_eth3m_20260421T150300Z_t109.txt
neg_eth3m_20260421T171800Z_t035,35,不是,0,owner_no_hard_negative,val,85,2026-04-21T17:18:00+00:00,2026-04-21T17:18:00+00:00,0,0,2026-04-21T07:21:00+00:00,,,0,,,,,images/val/neg_eth3m_20260421T171800Z_t035.png,labels/val/neg_eth3m_20260421T171800Z_t035.txt
neg_eth3m_20260421T194200Z_t119,119,不是,0,owner_no_hard_negative,val,86,2026-04-21T19:42:00+00:00,2026-04-21T19:42:00+00:00,0,0,2026-04-21T09:45:00+00:00,,,0,,,,,images/val/neg_eth3m_20260421T194200Z_t119.png,labels/val/neg_eth3m_20260421T194200Z_t119.txt
neg_eth3m_20260421T194500Z_t122,122,不是,0,owner_no_hard_negative,val,86,2026-04-21T19:45:00+00:00,2026-04-21T19:45:00+00:00,0,0,2026-04-21T09:48:00+00:00,,,0,,,,,images/val/neg_eth3m_20260421T194500Z_t122.png,labels/val/neg_eth3m_20260421T194500Z_t122.txt
neg_eth3m_20260422T144500Z_t002,2,不是,0,owner_no_hard_negative,val,87,2026-04-22T14:45:00+00:00,2026-04-22T14:45:00+00:00,0,0,2026-04-22T04:48:00+00:00,,,0,,,,,images/val/neg_eth3m_20260422T144500Z_t002.png,labels/val/neg_eth3m_20260422T144500Z_t002.txt
neg_eth3m_20260422T145100Z_t181,181,不是,0,owner_no_hard_negative,val,87,2026-04-22T14:51:00+00:00,2026-04-22T14:51:00+00:00,0,0,2026-04-22T04:54:00+00:00,,,0,,,,,images/val/neg_eth3m_20260422T145100Z_t181.png,labels/val/neg_eth3m_20260422T145100Z_t181.txt
