task_id,stem,symbol,timeframe,candidate_time,candidate_index,window_start,window_end,window_bars,source,source_score,v10_conf,v10_prebox_visible,split_hint,holdout_safe,image_rel,label_rel
338,ETH_USDT_SWAP_3m_20260407T0830Z_random_0338,ETH_USDT_SWAP,3m,2026-04-07T08:30:00+00:00,11925,2026-04-06T22:33:00+00:00,2026-04-07T08:30:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260407T0830Z_random_0338.png,labels/ETH_USDT_SWAP_3m_20260407T0830Z_random_0338.txt
339,ETH_USDT_SWAP_3m_20260407T0957Z_downside_0339,ETH_USDT_SWAP,3m,2026-04-07T09:57:00+00:00,11954,2026-04-07T00:00:00+00:00,2026-04-07T09:57:00+00:00,200,downside,2.0293175928855653,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260407T0957Z_downside_0339.png,labels/ETH_USDT_SWAP_3m_20260407T0957Z_downside_0339.txt
340,ETH_USDT_SWAP_3m_20260407T1036Z_v10_0340,ETH_USDT_SWAP,3m,2026-04-07T10:36:00+00:00,11967,2026-04-07T00:39:00+00:00,2026-04-07T10:36:00+00:00,200,v10,0.06330674141645432,0.06330674141645432,True,internal_accept,True,images/ETH_USDT_SWAP_3m_20260407T1036Z_v10_0340.png,labels/ETH_USDT_SWAP_3m_20260407T1036Z_v10_0340.txt
341,ETH_USDT_SWAP_3m_20260407T1309Z_random_0341,ETH_USDT_SWAP,3m,2026-04-07T13:09:00+00:00,12018,2026-04-07T03:12:00+00:00,2026-04-07T13:09:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260407T1309Z_random_0341.png,labels/ETH_USDT_SWAP_3m_20260407T1309Z_random_0341.txt
342,ETH_USDT_SWAP_3m_20260407T1351Z_random_0342,ETH_USDT_SWAP,3m,2026-04-07T13:51:00+00:00,12032,2026-04-07T03:54:00+00:00,2026-04-07T13:51:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260407T1351Z_random_0342.png,labels/ETH_USDT_SWAP_3m_20260407T1351Z_random_0342.txt
343,ETH_USDT_SWAP_3m_20260407T1700Z_random_0343,ETH_USDT_SWAP,3m,2026-04-07T17:00:00+00:00,12095,2026-04-07T07:03:00+00:00,2026-04-07T17:00:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260407T1700Z_random_0343.png,labels/ETH_USDT_SWAP_3m_20260407T1700Z_random_0343.txt
344,ETH_USDT_SWAP_3m_20260407T1915Z_numeric_0344,ETH_USDT_SWAP,3m,2026-04-07T19:15:00+00:00,12140,2026-04-07T09:18:00+00:00,2026-04-07T19:15:00+00:00,200,numeric,68.8961063676629,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260407T1915Z_numeric_0344.png,labels/ETH_USDT_SWAP_3m_20260407T1915Z_numeric_0344.txt
345,ETH_USDT_SWAP_3m_20260408T0300Z_random_0345,ETH_USDT_SWAP,3m,2026-04-08T03:00:00+00:00,12295,2026-04-07T17:03:00+00:00,2026-04-08T03:00:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260408T0300Z_random_0345.png,labels/ETH_USDT_SWAP_3m_20260408T0300Z_random_0345.txt
346,ETH_USDT_SWAP_3m_20260408T0706Z_random_0346,ETH_USDT_SWAP,3m,2026-04-08T07:06:00+00:00,12377,2026-04-07T21:09:00+00:00,2026-04-08T07:06:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260408T0706Z_random_0346.png,labels/ETH_USDT_SWAP_3m_20260408T0706Z_random_0346.txt
347,ETH_USDT_SWAP_3m_20260408T1015Z_random_0347,ETH_USDT_SWAP,3m,2026-04-08T10:15:00+00:00,12440,2026-04-08T00:18:00+00:00,2026-04-08T10:15:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260408T1015Z_random_0347.png,labels/ETH_USDT_SWAP_3m_20260408T1015Z_random_0347.txt
348,ETH_USDT_SWAP_3m_20260408T1212Z_downside_0348,ETH_USDT_SWAP,3m,2026-04-08T12:12:00+00:00,12479,2026-04-08T02:15:00+00:00,2026-04-08T12:12:00+00:00,200,downside,2.095471943580264,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260408T1212Z_downside_0348.png,labels/ETH_USDT_SWAP_3m_20260408T1212Z_downside_0348.txt
349,ETH_USDT_SWAP_3m_20260408T1315Z_downside_0349,ETH_USDT_SWAP,3m,2026-04-08T13:15:00+00:00,12500,2026-04-08T03:18:00+00:00,2026-04-08T13:15:00+00:00,200,downside,1.662005824280524,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260408T1315Z_downside_0349.png,labels/ETH_USDT_SWAP_3m_20260408T1315Z_downside_0349.txt
350,ETH_USDT_SWAP_3m_20260408T1406Z_v10_0350,ETH_USDT_SWAP,3m,2026-04-08T14:06:00+00:00,12517,2026-04-08T04:09:00+00:00,2026-04-08T14:06:00+00:00,200,v10,0.16466091573238373,0.16466091573238373,True,internal_accept,True,images/ETH_USDT_SWAP_3m_20260408T1406Z_v10_0350.png,labels/ETH_USDT_SWAP_3m_20260408T1406Z_v10_0350.txt
351,ETH_USDT_SWAP_3m_20260408T1451Z_v10_0351,ETH_USDT_SWAP,3m,2026-04-08T14:51:00+00:00,12532,2026-04-08T04:54:00+00:00,2026-04-08T14:51:00+00:00,200,v10,0.8566962480545044,0.8566962480545044,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260408T1451Z_v10_0351.png,labels/ETH_USDT_SWAP_3m_20260408T1451Z_v10_0351.txt
352,ETH_USDT_SWAP_3m_20260408T1936Z_v10_0352,ETH_USDT_SWAP,3m,2026-04-08T19:36:00+00:00,12627,2026-04-08T09:39:00+00:00,2026-04-08T19:36:00+00:00,200,v10,0.12667213380336761,0.12667213380336761,True,internal_accept,True,images/ETH_USDT_SWAP_3m_20260408T1936Z_v10_0352.png,labels/ETH_USDT_SWAP_3m_20260408T1936Z_v10_0352.txt
353,ETH_USDT_SWAP_3m_20260408T2109Z_downside_0353,ETH_USDT_SWAP,3m,2026-04-08T21:09:00+00:00,12658,2026-04-08T11:12:00+00:00,2026-04-08T21:09:00+00:00,200,downside,1.3020601234796603,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260408T2109Z_downside_0353.png,labels/ETH_USDT_SWAP_3m_20260408T2109Z_downside_0353.txt
354,ETH_USDT_SWAP_3m_20260408T2212Z_downside_0354,ETH_USDT_SWAP,3m,2026-04-08T22:12:00+00:00,12679,2026-04-08T12:15:00+00:00,2026-04-08T22:12:00+00:00,200,downside,1.7325393672368972,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260408T2212Z_downside_0354.png,labels/ETH_USDT_SWAP_3m_20260408T2212Z_downside_0354.txt
355,ETH_USDT_SWAP_3m_20260409T0748Z_random_0355,ETH_USDT_SWAP,3m,2026-04-09T07:48:00+00:00,12871,2026-04-08T21:51:00+00:00,2026-04-09T07:48:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260409T0748Z_random_0355.png,labels/ETH_USDT_SWAP_3m_20260409T0748Z_random_0355.txt
356,ETH_USDT_SWAP_3m_20260409T1054Z_downside_0356,ETH_USDT_SWAP,3m,2026-04-09T10:54:00+00:00,12933,2026-04-09T00:57:00+00:00,2026-04-09T10:54:00+00:00,200,downside,1.4137413920313249,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260409T1054Z_downside_0356.png,labels/ETH_USDT_SWAP_3m_20260409T1054Z_downside_0356.txt
357,ETH_USDT_SWAP_3m_20260409T1212Z_random_0357,ETH_USDT_SWAP,3m,2026-04-09T12:12:00+00:00,12959,2026-04-09T02:15:00+00:00,2026-04-09T12:12:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260409T1212Z_random_0357.png,labels/ETH_USDT_SWAP_3m_20260409T1212Z_random_0357.txt
358,ETH_USDT_SWAP_3m_20260409T1724Z_random_0358,ETH_USDT_SWAP,3m,2026-04-09T17:24:00+00:00,13063,2026-04-09T07:27:00+00:00,2026-04-09T17:24:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260409T1724Z_random_0358.png,labels/ETH_USDT_SWAP_3m_20260409T1724Z_random_0358.txt
359,ETH_USDT_SWAP_3m_20260409T2121Z_random_fill_0359,ETH_USDT_SWAP,3m,2026-04-09T21:21:00+00:00,13142,2026-04-09T11:24:00+00:00,2026-04-09T21:21:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260409T2121Z_random_fill_0359.png,labels/ETH_USDT_SWAP_3m_20260409T2121Z_random_fill_0359.txt
360,ETH_USDT_SWAP_3m_20260409T2300Z_v10_0360,ETH_USDT_SWAP,3m,2026-04-09T23:00:00+00:00,13175,2026-04-09T13:03:00+00:00,2026-04-09T23:00:00+00:00,200,v10,0.35219964385032654,0.35219964385032654,True,internal_accept,True,images/ETH_USDT_SWAP_3m_20260409T2300Z_v10_0360.png,labels/ETH_USDT_SWAP_3m_20260409T2300Z_v10_0360.txt
361,ETH_USDT_SWAP_3m_20260409T2345Z_random_fill_0361,ETH_USDT_SWAP,3m,2026-04-09T23:45:00+00:00,13190,2026-04-09T13:48:00+00:00,2026-04-09T23:45:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260409T2345Z_random_fill_0361.png,labels/ETH_USDT_SWAP_3m_20260409T2345Z_random_fill_0361.txt
362,ETH_USDT_SWAP_3m_20260410T0018Z_random_fill_0362,ETH_USDT_SWAP,3m,2026-04-10T00:18:00+00:00,13201,2026-04-09T14:21:00+00:00,2026-04-10T00:18:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260410T0018Z_random_fill_0362.png,labels/ETH_USDT_SWAP_3m_20260410T0018Z_random_fill_0362.txt
363,ETH_USDT_SWAP_3m_20260410T0221Z_random_0363,ETH_USDT_SWAP,3m,2026-04-10T02:21:00+00:00,13242,2026-04-09T16:24:00+00:00,2026-04-10T02:21:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260410T0221Z_random_0363.png,labels/ETH_USDT_SWAP_3m_20260410T0221Z_random_0363.txt
364,ETH_USDT_SWAP_3m_20260410T0324Z_v10_0364,ETH_USDT_SWAP,3m,2026-04-10T03:24:00+00:00,13263,2026-04-09T17:27:00+00:00,2026-04-10T03:24:00+00:00,200,v10,0.25476059317588806,0.25476059317588806,True,internal_accept,True,images/ETH_USDT_SWAP_3m_20260410T0324Z_v10_0364.png,labels/ETH_USDT_SWAP_3m_20260410T0324Z_v10_0364.txt
365,ETH_USDT_SWAP_3m_20260410T0445Z_random_0365,ETH_USDT_SWAP,3m,2026-04-10T04:45:00+00:00,13290,2026-04-09T18:48:00+00:00,2026-04-10T04:45:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260410T0445Z_random_0365.png,labels/ETH_USDT_SWAP_3m_20260410T0445Z_random_0365.txt
366,ETH_USDT_SWAP_3m_20260410T0530Z_random_fill_0366,ETH_USDT_SWAP,3m,2026-04-10T05:30:00+00:00,13305,2026-04-09T19:33:00+00:00,2026-04-10T05:30:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260410T0530Z_random_fill_0366.png,labels/ETH_USDT_SWAP_3m_20260410T0530Z_random_fill_0366.txt
367,ETH_USDT_SWAP_3m_20260410T0709Z_v10_0367,ETH_USDT_SWAP,3m,2026-04-10T07:09:00+00:00,13338,2026-04-09T21:12:00+00:00,2026-04-10T07:09:00+00:00,200,v10,0.1716153621673584,0.1716153621673584,True,internal_accept,True,images/ETH_USDT_SWAP_3m_20260410T0709Z_v10_0367.png,labels/ETH_USDT_SWAP_3m_20260410T0709Z_v10_0367.txt
368,ETH_USDT_SWAP_3m_20260410T0754Z_random_0368,ETH_USDT_SWAP,3m,2026-04-10T07:54:00+00:00,13353,2026-04-09T21:57:00+00:00,2026-04-10T07:54:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260410T0754Z_random_0368.png,labels/ETH_USDT_SWAP_3m_20260410T0754Z_random_0368.txt
369,ETH_USDT_SWAP_3m_20260410T1142Z_random_fill_0369,ETH_USDT_SWAP,3m,2026-04-10T11:42:00+00:00,13429,2026-04-10T01:45:00+00:00,2026-04-10T11:42:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260410T1142Z_random_fill_0369.png,labels/ETH_USDT_SWAP_3m_20260410T1142Z_random_fill_0369.txt
370,ETH_USDT_SWAP_3m_20260410T1506Z_random_0370,ETH_USDT_SWAP,3m,2026-04-10T15:06:00+00:00,13497,2026-04-10T05:09:00+00:00,2026-04-10T15:06:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260410T1506Z_random_0370.png,labels/ETH_USDT_SWAP_3m_20260410T1506Z_random_0370.txt
371,ETH_USDT_SWAP_3m_20260410T1636Z_random_0371,ETH_USDT_SWAP,3m,2026-04-10T16:36:00+00:00,13527,2026-04-10T06:39:00+00:00,2026-04-10T16:36:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260410T1636Z_random_0371.png,labels/ETH_USDT_SWAP_3m_20260410T1636Z_random_0371.txt
372,ETH_USDT_SWAP_3m_20260410T2333Z_random_0372,ETH_USDT_SWAP,3m,2026-04-10T23:33:00+00:00,13666,2026-04-10T13:36:00+00:00,2026-04-10T23:33:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260410T2333Z_random_0372.png,labels/ETH_USDT_SWAP_3m_20260410T2333Z_random_0372.txt
373,ETH_USDT_SWAP_3m_20260411T0136Z_numeric_0373,ETH_USDT_SWAP,3m,2026-04-11T01:36:00+00:00,13707,2026-04-10T15:39:00+00:00,2026-04-11T01:36:00+00:00,200,numeric,67.41115353767923,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260411T0136Z_numeric_0373.png,labels/ETH_USDT_SWAP_3m_20260411T0136Z_numeric_0373.txt
374,ETH_USDT_SWAP_3m_20260411T0321Z_downside_0374,ETH_USDT_SWAP,3m,2026-04-11T03:21:00+00:00,13742,2026-04-10T17:24:00+00:00,2026-04-11T03:21:00+00:00,200,downside,1.2952537893769431,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260411T0321Z_downside_0374.png,labels/ETH_USDT_SWAP_3m_20260411T0321Z_downside_0374.txt
375,ETH_USDT_SWAP_3m_20260411T0354Z_v10_0375,ETH_USDT_SWAP,3m,2026-04-11T03:54:00+00:00,13753,2026-04-10T17:57:00+00:00,2026-04-11T03:54:00+00:00,200,v10,0.14678800106048584,0.14678800106048584,True,internal_accept,True,images/ETH_USDT_SWAP_3m_20260411T0354Z_v10_0375.png,labels/ETH_USDT_SWAP_3m_20260411T0354Z_v10_0375.txt
376,ETH_USDT_SWAP_3m_20260411T0500Z_numeric_0376,ETH_USDT_SWAP,3m,2026-04-11T05:00:00+00:00,13775,2026-04-10T19:03:00+00:00,2026-04-11T05:00:00+00:00,200,numeric,70.02597538562463,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260411T0500Z_numeric_0376.png,labels/ETH_USDT_SWAP_3m_20260411T0500Z_numeric_0376.txt
377,ETH_USDT_SWAP_3m_20260411T0912Z_numeric_0377,ETH_USDT_SWAP,3m,2026-04-11T09:12:00+00:00,13859,2026-04-10T23:15:00+00:00,2026-04-11T09:12:00+00:00,200,numeric,64.20635661684537,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260411T0912Z_numeric_0377.png,labels/ETH_USDT_SWAP_3m_20260411T0912Z_numeric_0377.txt
378,ETH_USDT_SWAP_3m_20260411T1051Z_random_0378,ETH_USDT_SWAP,3m,2026-04-11T10:51:00+00:00,13892,2026-04-11T00:54:00+00:00,2026-04-11T10:51:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260411T1051Z_random_0378.png,labels/ETH_USDT_SWAP_3m_20260411T1051Z_random_0378.txt
379,ETH_USDT_SWAP_3m_20260411T1209Z_random_0379,ETH_USDT_SWAP,3m,2026-04-11T12:09:00+00:00,13918,2026-04-11T02:12:00+00:00,2026-04-11T12:09:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260411T1209Z_random_0379.png,labels/ETH_USDT_SWAP_3m_20260411T1209Z_random_0379.txt
380,ETH_USDT_SWAP_3m_20260411T1312Z_numeric_0380,ETH_USDT_SWAP,3m,2026-04-11T13:12:00+00:00,13939,2026-04-11T03:15:00+00:00,2026-04-11T13:12:00+00:00,200,numeric,62.843353061750875,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260411T1312Z_numeric_0380.png,labels/ETH_USDT_SWAP_3m_20260411T1312Z_numeric_0380.txt
381,ETH_USDT_SWAP_3m_20260411T1354Z_random_fill_0381,ETH_USDT_SWAP,3m,2026-04-11T13:54:00+00:00,13953,2026-04-11T03:57:00+00:00,2026-04-11T13:54:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260411T1354Z_random_fill_0381.png,labels/ETH_USDT_SWAP_3m_20260411T1354Z_random_fill_0381.txt
382,ETH_USDT_SWAP_3m_20260411T1439Z_numeric_0382,ETH_USDT_SWAP,3m,2026-04-11T14:39:00+00:00,13968,2026-04-11T04:42:00+00:00,2026-04-11T14:39:00+00:00,200,numeric,78.51108014960667,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260411T1439Z_numeric_0382.png,labels/ETH_USDT_SWAP_3m_20260411T1439Z_numeric_0382.txt
383,ETH_USDT_SWAP_3m_20260411T2303Z_v10_0383,ETH_USDT_SWAP,3m,2026-04-11T23:03:00+00:00,14136,2026-04-11T13:06:00+00:00,2026-04-11T23:03:00+00:00,200,v10,0.4476413428783417,0.4476413428783417,True,internal_accept,True,images/ETH_USDT_SWAP_3m_20260411T2303Z_v10_0383.png,labels/ETH_USDT_SWAP_3m_20260411T2303Z_v10_0383.txt
384,ETH_USDT_SWAP_3m_20260412T0000Z_downside_0384,ETH_USDT_SWAP,3m,2026-04-12T00:00:00+00:00,14155,2026-04-11T14:03:00+00:00,2026-04-12T00:00:00+00:00,200,downside,2.7370056689886453,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260412T0000Z_downside_0384.png,labels/ETH_USDT_SWAP_3m_20260412T0000Z_downside_0384.txt
385,ETH_USDT_SWAP_3m_20260412T0100Z_downside_0385,ETH_USDT_SWAP,3m,2026-04-12T01:00:00+00:00,14175,2026-04-11T15:03:00+00:00,2026-04-12T01:00:00+00:00,200,downside,2.9373606440091913,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260412T0100Z_downside_0385.png,labels/ETH_USDT_SWAP_3m_20260412T0100Z_downside_0385.txt
386,ETH_USDT_SWAP_3m_20260412T0142Z_v10_0386,ETH_USDT_SWAP,3m,2026-04-12T01:42:00+00:00,14189,2026-04-11T15:45:00+00:00,2026-04-12T01:42:00+00:00,200,v10,0.7553332448005676,0.7553332448005676,True,internal_accept,True,images/ETH_USDT_SWAP_3m_20260412T0142Z_v10_0386.png,labels/ETH_USDT_SWAP_3m_20260412T0142Z_v10_0386.txt
387,ETH_USDT_SWAP_3m_20260412T0418Z_random_0387,ETH_USDT_SWAP,3m,2026-04-12T04:18:00+00:00,14241,2026-04-11T18:21:00+00:00,2026-04-12T04:18:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260412T0418Z_random_0387.png,labels/ETH_USDT_SWAP_3m_20260412T0418Z_random_0387.txt
388,ETH_USDT_SWAP_3m_20260412T0645Z_random_fill_0388,ETH_USDT_SWAP,3m,2026-04-12T06:45:00+00:00,14290,2026-04-11T20:48:00+00:00,2026-04-12T06:45:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260412T0645Z_random_fill_0388.png,labels/ETH_USDT_SWAP_3m_20260412T0645Z_random_fill_0388.txt
389,ETH_USDT_SWAP_3m_20260412T0830Z_downside_0389,ETH_USDT_SWAP,3m,2026-04-12T08:30:00+00:00,14325,2026-04-11T22:33:00+00:00,2026-04-12T08:30:00+00:00,200,downside,2.0981329647065374,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260412T0830Z_downside_0389.png,labels/ETH_USDT_SWAP_3m_20260412T0830Z_downside_0389.txt
390,ETH_USDT_SWAP_3m_20260412T0933Z_downside_0390,ETH_USDT_SWAP,3m,2026-04-12T09:33:00+00:00,14346,2026-04-11T23:36:00+00:00,2026-04-12T09:33:00+00:00,200,downside,1.6041782512777598,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260412T0933Z_downside_0390.png,labels/ETH_USDT_SWAP_3m_20260412T0933Z_downside_0390.txt
391,ETH_USDT_SWAP_3m_20260412T1033Z_downside_0391,ETH_USDT_SWAP,3m,2026-04-12T10:33:00+00:00,14366,2026-04-12T00:36:00+00:00,2026-04-12T10:33:00+00:00,200,downside,2.1780563233636436,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260412T1033Z_downside_0391.png,labels/ETH_USDT_SWAP_3m_20260412T1033Z_downside_0391.txt
392,ETH_USDT_SWAP_3m_20260412T1248Z_downside_0392,ETH_USDT_SWAP,3m,2026-04-12T12:48:00+00:00,14411,2026-04-12T02:51:00+00:00,2026-04-12T12:48:00+00:00,200,downside,1.6418588401380996,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260412T1248Z_downside_0392.png,labels/ETH_USDT_SWAP_3m_20260412T1248Z_downside_0392.txt
393,ETH_USDT_SWAP_3m_20260412T1436Z_random_fill_0393,ETH_USDT_SWAP,3m,2026-04-12T14:36:00+00:00,14447,2026-04-12T04:39:00+00:00,2026-04-12T14:36:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260412T1436Z_random_fill_0393.png,labels/ETH_USDT_SWAP_3m_20260412T1436Z_random_fill_0393.txt
394,ETH_USDT_SWAP_3m_20260412T1524Z_random_0394,ETH_USDT_SWAP,3m,2026-04-12T15:24:00+00:00,14463,2026-04-12T05:27:00+00:00,2026-04-12T15:24:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260412T1524Z_random_0394.png,labels/ETH_USDT_SWAP_3m_20260412T1524Z_random_0394.txt
395,ETH_USDT_SWAP_3m_20260412T2006Z_numeric_0395,ETH_USDT_SWAP,3m,2026-04-12T20:06:00+00:00,14557,2026-04-12T10:09:00+00:00,2026-04-12T20:06:00+00:00,200,numeric,71.92472549125053,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260412T2006Z_numeric_0395.png,labels/ETH_USDT_SWAP_3m_20260412T2006Z_numeric_0395.txt
396,ETH_USDT_SWAP_3m_20260412T2045Z_random_fill_0396,ETH_USDT_SWAP,3m,2026-04-12T20:45:00+00:00,14570,2026-04-12T10:48:00+00:00,2026-04-12T20:45:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260412T2045Z_random_fill_0396.png,labels/ETH_USDT_SWAP_3m_20260412T2045Z_random_fill_0396.txt
397,ETH_USDT_SWAP_3m_20260412T2257Z_v10_0397,ETH_USDT_SWAP,3m,2026-04-12T22:57:00+00:00,14614,2026-04-12T13:00:00+00:00,2026-04-12T22:57:00+00:00,200,v10,0.05907902494072914,0.05907902494072914,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260412T2257Z_v10_0397.png,labels/ETH_USDT_SWAP_3m_20260412T2257Z_v10_0397.txt
398,ETH_USDT_SWAP_3m_20260413T0139Z_random_0398,ETH_USDT_SWAP,3m,2026-04-13T01:39:00+00:00,14668,2026-04-12T15:42:00+00:00,2026-04-13T01:39:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260413T0139Z_random_0398.png,labels/ETH_USDT_SWAP_3m_20260413T0139Z_random_0398.txt
399,ETH_USDT_SWAP_3m_20260413T0230Z_numeric_0399,ETH_USDT_SWAP,3m,2026-04-13T02:30:00+00:00,14685,2026-04-12T16:33:00+00:00,2026-04-13T02:30:00+00:00,200,numeric,73.8093020883323,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260413T0230Z_numeric_0399.png,labels/ETH_USDT_SWAP_3m_20260413T0230Z_numeric_0399.txt
400,ETH_USDT_SWAP_3m_20260413T0533Z_random_fill_0400,ETH_USDT_SWAP,3m,2026-04-13T05:33:00+00:00,14746,2026-04-12T19:36:00+00:00,2026-04-13T05:33:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260413T0533Z_random_fill_0400.png,labels/ETH_USDT_SWAP_3m_20260413T0533Z_random_fill_0400.txt
401,ETH_USDT_SWAP_3m_20260413T1009Z_numeric_0401,ETH_USDT_SWAP,3m,2026-04-13T10:09:00+00:00,14838,2026-04-13T00:12:00+00:00,2026-04-13T10:09:00+00:00,200,numeric,62.46671383053847,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260413T1009Z_numeric_0401.png,labels/ETH_USDT_SWAP_3m_20260413T1009Z_numeric_0401.txt
402,ETH_USDT_SWAP_3m_20260413T1218Z_numeric_0402,ETH_USDT_SWAP,3m,2026-04-13T12:18:00+00:00,14881,2026-04-13T02:21:00+00:00,2026-04-13T12:18:00+00:00,200,numeric,63.35916879538574,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260413T1218Z_numeric_0402.png,labels/ETH_USDT_SWAP_3m_20260413T1218Z_numeric_0402.txt
403,ETH_USDT_SWAP_3m_20260413T1351Z_random_fill_0403,ETH_USDT_SWAP,3m,2026-04-13T13:51:00+00:00,14912,2026-04-13T03:54:00+00:00,2026-04-13T13:51:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260413T1351Z_random_fill_0403.png,labels/ETH_USDT_SWAP_3m_20260413T1351Z_random_fill_0403.txt
404,ETH_USDT_SWAP_3m_20260413T1703Z_random_fill_0404,ETH_USDT_SWAP,3m,2026-04-13T17:03:00+00:00,14976,2026-04-13T07:06:00+00:00,2026-04-13T17:03:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260413T1703Z_random_fill_0404.png,labels/ETH_USDT_SWAP_3m_20260413T1703Z_random_fill_0404.txt
405,ETH_USDT_SWAP_3m_20260413T1736Z_random_fill_0405,ETH_USDT_SWAP,3m,2026-04-13T17:36:00+00:00,14987,2026-04-13T07:39:00+00:00,2026-04-13T17:36:00+00:00,200,random_fill,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260413T1736Z_random_fill_0405.png,labels/ETH_USDT_SWAP_3m_20260413T1736Z_random_fill_0405.txt
406,ETH_USDT_SWAP_3m_20260413T2336Z_random_0406,ETH_USDT_SWAP,3m,2026-04-13T23:36:00+00:00,15107,2026-04-13T13:39:00+00:00,2026-04-13T23:36:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260413T2336Z_random_0406.png,labels/ETH_USDT_SWAP_3m_20260413T2336Z_random_0406.txt
407,ETH_USDT_SWAP_3m_20260414T0148Z_random_0407,ETH_USDT_SWAP,3m,2026-04-14T01:48:00+00:00,15151,2026-04-13T15:51:00+00:00,2026-04-14T01:48:00+00:00,200,random,,,False,internal_accept,True,images/ETH_USDT_SWAP_3m_20260414T0148Z_random_0407.png,labels/ETH_USDT_SWAP_3m_20260414T0148Z_random_0407.txt
